"covariateId","columnId","covariateName","analysisId","conceptId","included","covariateValue"
3,1,"age group:   0 -   4",3,0,1,0
1901,2,"Charlson index - Romano adaptation",901,0,1,0.000876770019893028
2003,3,"age group:  10 -  14",3,0,1,0.00730053002797697
3003,4,"age group:  15 -  19",3,0,1,0.00180589883890747
4003,5,"age group:  20 -  24",3,0,1,1.1180607565235e-05
5003,6,"age group:  25 -  29",3,0,1,0.000101027210981031
6003,7,"age group:  30 -  34",3,0,1,0
7003,8,"age group:  35 -  39",3,0,1,0.000118871946326517
8003,9,"age group:  40 -  44",3,0,1,0.000521353272046575
9003,10,"age group:  45 -  49",3,0,1,0
10003,11,"age group:  50 -  54",3,0,1,0
11003,12,"age group:  55 -  59",3,0,1,0
12003,13,"age group:  60 -  64",3,0,1,4.41161506903979e-05
13003,14,"age group:  65 -  69",3,0,1,8.04347967281995e-16
14003,15,"age group:  70 -  74",3,0,1,0.000146769770935733
15003,16,"age group:  75 -  79",3,0,1,0.000426056912396623
16003,17,"age group:  80 -  84",3,0,1,0
17003,18,"age group:  85 -  89",3,0,1,0
18003,19,"age group:  90 -  94",3,0,1,0
19003,20,"age group:  95 -  99",3,0,1,0
8532001,21,"gender = FEMALE",1,8532,1,0.00218256181484139
23325102,22,"condition_occurrence during day -365 through 0 days relative to index: Heartburn",102,23325,1,0
23325104,23,"condition_occurrence during day -30 through 0 days relative to index: Heartburn",104,23325,1,0
23325210,24,"condition_era group during day -365 through 0 days relative to index: Heartburn",210,23325,1,0
23325212,25,"condition_era group during day -30 through 0 days relative to index: Heartburn",212,23325,1,0
23798102,26,"condition_occurrence during day -365 through 0 days relative to index: Acute laryngopharyngitis",102,23798,1,0
23798104,27,"condition_occurrence during day -30 through 0 days relative to index: Acute laryngopharyngitis",104,23798,1,0
23798210,28,"condition_era group during day -365 through 0 days relative to index: Acute laryngopharyngitis",210,23798,1,0
23798212,29,"condition_era group during day -30 through 0 days relative to index: Acute laryngopharyngitis",212,23798,1,0
24134102,30,"condition_occurrence during day -365 through 0 days relative to index: Neck pain",102,24134,1,0
24134104,31,"condition_occurrence during day -30 through 0 days relative to index: Neck pain",104,24134,1,0
24134210,32,"condition_era group during day -365 through 0 days relative to index: Neck pain",210,24134,1,0
