"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
3,1,"age group:   0 -   4",3,0,0,0
1901,2,"Charlson index - Romano adaptation",901,0,0.156947610261815,1
2003,3,"age group:  10 -  14",3,0,0.0180416862572188,1
3003,4,"age group:  15 -  19",3,0,0,0
4003,5,"age group:  20 -  24",3,0,0,0
5003,6,"age group:  25 -  29",3,0,0,0
6003,7,"age group:  30 -  34",3,0,0.00751452431838533,1
7003,8,"age group:  35 -  39",3,0,0,0
8003,9,"age group:  40 -  44",3,0,0,0
9003,10,"age group:  45 -  49",3,0,0.00972590182368806,1
10003,11,"age group:  50 -  54",3,0,0.0310550245497674,1
11003,12,"age group:  55 -  59",3,0,0.0117302576103802,1
12003,13,"age group:  60 -  64",3,0,0,0
13003,14,"age group:  65 -  69",3,0,0.0044500835710409,1
14003,15,"age group:  70 -  74",3,0,0,0
15003,16,"age group:  75 -  79",3,0,0.0199239893711872,1
16003,17,"age group:  80 -  84",3,0,0,0
17003,18,"age group:  85 -  89",3,0,0,0
18003,19,"age group:  90 -  94",3,0,0,0
19003,20,"age group:  95 -  99",3,0,0,0
8532001,21,"gender = FEMALE",1,8532,0.00776990124122647,1
23325102,22,"condition_occurrence during day -365 through 0 days relative to index: Heartburn",102,23325,0,0
23325104,23,"condition_occurrence during day -30 through 0 days relative to index: Heartburn",104,23325,0,0
23325210,24,"condition_era group during day -365 through 0 days relative to index: Heartburn",210,23325,0,0
23325212,25,"condition_era group during day -30 through 0 days relative to index: Heartburn",212,23325,0,0
23798102,26,"condition_occurrence during day -365 through 0 days relative to index: Acute laryngopharyngitis",102,23798,0,0
23798104,27,"condition_occurrence during day -30 through 0 days relative to index: Acute laryngopharyngitis",104,23798,0,0
23798210,28,"condition_era group during day -365 through 0 days relative to index: Acute laryngopharyngitis",210,23798,0,0
23798212,29,"condition_era group during day -30 through 0 days relative to index: Acute laryngopharyngitis",212,23798,0,0
24134102,30,"condition_occurrence during day -365 through 0 days relative to index: Neck pain",102,24134,0,0
24134104,31,"condition_occurrence during day -30 through 0 days relative to index: Neck pain",104,24134,0,0
24134210,32,"condition_era group during day -365 through 0 days relative to index: Neck pain",210,24134,0,0
24134212,33,"condition_era group during day -30 through 0 days relative to index: Neck pain",212,24134,0,0
24660102,34,"condition_occurrence during day -365 through 0 days relative to index: Acute tonsillitis",102,24660,0,0
24660104,35,"condition_occurrence during day -30 through 0 days relative to index: Acute tonsillitis",104,24660,0,0
24660210,36,"condition_era group during day -365 through 0 days relative to index: Acute tonsillitis",210,24660,0,0
24660212,37,"condition_era group during day -30 through 0 days relative to index: Acute tonsillitis",212,24660,0,0
24969210,38,"condition_era group during day -365 through 0 days relative to index: Laryngitis",210,24969,0,0
24969212,39,"condition_era group during day -30 through 0 days relative to index: Laryngitis",212,24969,0,0
25297102,40,"condition_occurrence during day -365 through 0 days relative to index: Acute pharyngitis",102,25297,0,0
25297104,41,"condition_occurrence during day -30 through 0 days relative to index: Acute pharyngitis",104,25297,0,0
25297210,42,"condition_era group during day -365 through 0 days relative to index: Acute pharyngitis",210,25297,0,0
25297212,43,"condition_era group during day -30 through 0 days relative to index: Acute pharyngitis",212,25297,0,0
27674102,44,"condition_occurrence during day -365 through 0 days relative to index: Nausea and vomiting",102,27674,0,0
27674104,45,"condition_occurrence during day -30 through 0 days relative to index: Nausea and vomiting",104,27674,0,0
27674210,46,"condition_era group during day -365 through 0 days relative to index: Nausea and vomiting",210,27674,0,0
27674212,47,"condition_era group during day -30 through 0 days relative to index: Nausea and vomiting",212,27674,0,0
30133102,48,"condition_occurrence during day -365 through 0 days relative to index: Acute laryngitis",102,30133,0,0
30133104,49,"condition_occurrence during day -30 through 0 days relative to index: Acute laryngitis",104,30133,0,0
30133210,50,"condition_era group during day -365 through 0 days relative to index: Acute laryngitis",210,30133,0,0
30133212,51,"condition_era group during day -30 through 0 days relative to index: Acute laryngitis",212,30133,0,0
30437102,52,"condition_occurrence during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",102,30437,0,0
30437104,53,"condition_occurrence during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",104,30437,0,0
30437210,54,"condition_era group during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",210,30437,0,0
30437212,55,"condition_era group during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",212,30437,0,0
30753102,56,"condition_occurrence during day -365 through 0 days relative to index: Esophagitis",102,30753,0,0
30753104,57,"condition_occurrence during day -30 through 0 days relative to index: Esophagitis",104,30753,0,0
30753210,58,"condition_era group during day -365 through 0 days relative to index: Esophagitis",210,30753,0,0
30753212,59,"condition_era group during day -30 through 0 days relative to index: Esophagitis",212,30753,0,0
31317102,60,"condition_occurrence during day -365 through 0 days relative to index: Dysphagia",102,31317,0,0
31317104,61,"condition_occurrence during day -30 through 0 days relative to index: Dysphagia",104,31317,0,0
31317210,62,"condition_era group during day -365 through 0 days relative to index: Dysphagia",210,31317,0,0
31317212,63,"condition_era group during day -30 through 0 days relative to index: Dysphagia",212,31317,0,0
31967102,64,"condition_occurrence during day -365 through 0 days relative to index: Nausea",102,31967,0,0
31967104,65,"condition_occurrence during day -30 through 0 days relative to index: Nausea",104,31967,0,0
31967210,66,"condition_era group during day -365 through 0 days relative to index: Nausea",210,31967,0,0
31967212,67,"condition_era group during day -30 through 0 days relative to index: Nausea",212,31967,0,0
73553102,68,"condition_occurrence during day -365 through 0 days relative to index: Arthropathy",102,73553,0,0
73553104,69,"condition_occurrence during day -30 through 0 days relative to index: Arthropathy",104,73553,0,0
73553210,70,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0,0
73553212,71,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0,0
74125102,72,"condition_occurrence during day -365 through 0 days relative to index: Inflammatory polyarthropathy",102,74125,0,0
74125104,73,"condition_occurrence during day -30 through 0 days relative to index: Inflammatory polyarthropathy",104,74125,0,0
74125210,74,"condition_era group during day -365 through 0 days relative to index: Inflammatory polyarthropathy",210,74125,0,0
74125212,75,"condition_era group during day -30 through 0 days relative to index: Inflammatory polyarthropathy",212,74125,0,0
75053210,76,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,77,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75344102,78,"condition_occurrence during day -365 through 0 days relative to index: Intervertebral disc disorder",102,75344,0,0
75344104,79,"condition_occurrence during day -30 through 0 days relative to index: Intervertebral disc disorder",104,75344,0,0
75344210,80,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,81,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75576102,82,"condition_occurrence during day -365 through 0 days relative to index: Irritable bowel syndrome",102,75576,0,0
75576104,83,"condition_occurrence during day -30 through 0 days relative to index: Irritable bowel syndrome",104,75576,0,0
75576210,84,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,85,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75860102,86,"condition_occurrence during day -365 through 0 days relative to index: Constipation",102,75860,0,0
75860104,87,"condition_occurrence during day -30 through 0 days relative to index: Constipation",104,75860,0,0
75860210,88,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0,0
75860212,89,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
75897210,90,"condition_era group during day -365 through 0 days relative to index: Polyarthropathy",210,75897,0,0
75897212,91,"condition_era group during day -30 through 0 days relative to index: Polyarthropathy",212,75897,0,0
77074210,92,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,93,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77630102,94,"condition_occurrence during day -365 through 0 days relative to index: Disorder of shoulder",102,77630,0,0
77630104,95,"condition_occurrence during day -30 through 0 days relative to index: Disorder of shoulder",104,77630,0,0
77670102,96,"condition_occurrence during day -365 through 0 days relative to index: Chest pain",102,77670,0,0
77670104,97,"condition_occurrence during day -30 through 0 days relative to index: Chest pain",104,77670,0,0
77670210,98,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,99,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
78097102,100,"condition_occurrence during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",102,78097,0,0
78097104,101,"condition_occurrence during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",104,78097,0,0
78097210,102,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",210,78097,0,0
78097212,103,"condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",212,78097,0,0
78162102,104,"condition_occurrence during day -365 through 0 days relative to index: Peripheral vertigo",102,78162,0,0
78162104,105,"condition_occurrence during day -30 through 0 days relative to index: Peripheral vertigo",104,78162,0,0
78162210,106,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,107,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
79061102,108,"condition_occurrence during day -365 through 0 days relative to index: Slow transit constipation",102,79061,0,0
79061104,109,"condition_occurrence during day -30 through 0 days relative to index: Slow transit constipation",104,79061,0,0
79061210,110,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79061212,111,"condition_era group during day -30 through 0 days relative to index: Slow transit constipation",212,79061,0,0
79833102,112,"condition_occurrence during day -365 through 0 days relative to index: Meniere's disease",102,79833,0,0
79833104,113,"condition_occurrence during day -30 through 0 days relative to index: Meniere's disease",104,79833,0,0
79833210,114,"condition_era group during day -365 through 0 days relative to index: Meniere's disease",210,79833,0,0
79833212,115,"condition_era group during day -30 through 0 days relative to index: Meniere's disease",212,79833,0,0
79864210,116,"condition_era group during day -365 through 0 days relative to index: Hematuria syndrome",210,79864,0,0
79864212,117,"condition_era group during day -30 through 0 days relative to index: Hematuria syndrome",212,79864,0,0
79936102,118,"condition_occurrence during day -365 through 0 days relative to index: Polyuria",102,79936,0,0
79936104,119,"condition_occurrence during day -30 through 0 days relative to index: Polyuria",104,79936,0,0
79936210,120,"condition_era group during day -365 through 0 days relative to index: Polyuria",210,79936,0,0
79936212,121,"condition_era group during day -30 through 0 days relative to index: Polyuria",212,79936,0,0
80141102,122,"condition_occurrence during day -365 through 0 days relative to index: Functional diarrhea",102,80141,0,0
80141104,123,"condition_occurrence during day -30 through 0 days relative to index: Functional diarrhea",104,80141,0,0
80141210,124,"condition_era group during day -365 through 0 days relative to index: Functional diarrhea",210,80141,0,0
80141212,125,"condition_era group during day -30 through 0 days relative to index: Functional diarrhea",212,80141,0,0
80180210,126,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,127,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80502102,128,"condition_occurrence during day -365 through 0 days relative to index: Osteoporosis",102,80502,0,0
80502104,129,"condition_occurrence during day -30 through 0 days relative to index: Osteoporosis",104,80502,0,0
80502210,130,"condition_era group during day -365 through 0 days relative to index: Osteoporosis",210,80502,0,0
80502212,131,"condition_era group during day -30 through 0 days relative to index: Osteoporosis",212,80502,0,0
80665210,132,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of thorax",210,80665,0,0
80665212,133,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,0,0
80767210,134,"condition_era group during day -365 through 0 days relative to index: Breast lump",210,80767,0,0
